name,province,district,county,type,lat,long,date
Municipio (Junta Comunal),Panama,Panama,Pueblo Nuevo,FO,9.016191,-79.516388,27/04/2017
Parque del Comercial Panama,Panama,Panama,Pueblo Nuevo,PMP,9.017156,-79.511378,27/04/2017
Biblioteca Municipal Juaquin H. Torrijos,Panama,Panama,Rio Abajo,PMP,9.014939,-79.501572,28/04/2017
Escuela Arabe de Libia,Panama,Panama,Río Abajo,PMP,9.024143,-79.499319,24/05/2017
Escuela Mateo Iturralde,Panama,Panama,Río Abajo,PMP,9.026079,-79.492899,25/05/2017
Parque San Cristobal,Panama,Panama,Rio Abajo,PMP,9.025483,-79.494036,20/07/2017
ULAPS San Cristobal,Panama,Panama,Rio Abajo,PMP,9.029247,-79.493757,24/05/2017
Arco Chato,Panama,Panama,San Felipe,PMP,8.951586,-79.533529,11/7/2017
Escuela - República de México,Panama,Panama,San Felipe,PMP,8.953378,-79.536003,1/6/2017
Plaza de Francia,Panama,Panama,San Felipe,PMP,8.95177,-79.533544,11/7/2017
Plaza de La Catedral,Panama,Panama,San Felipe,PMP,8.952761,-79.53502,6/7/2017
Plaza Herrera,Panama,Panama,San Felipe,PMP,8.951947,-79.536912,19/07/2017
Primaria - Estados Unidos de América,Panama,Panama,San Felipe,PMP,8.951333,-79.537918,11/7/2017
Biblioteca José Maria Pinilla,Panama,Panama,San Francisco,PMP,8.993778,-79.501347,27/04/2017
Escuela Belisario Porras,Panama,Panama,San Francisco,PMP,8.988705,-79.504703,12/6/2017
Escuela Federico A. Velazquez (Boca La Caja),Panama,Panama,San Francisco,PMP,8.983444,-79.505892,25/04/2017
Escuela Isabel Herrera de Obaldía,Panama,Panama,San Francisco,FO,8.983052,-79.512933,25/05/2017
Escuela Isabel Herrera de Obaldía 2,Panama,Panama,San Francisco,FO,8.983052,-79.512933,25/05/2017
Escuela José A. Remón Cantera,Panama,Panama,San Francisco,PMP,8.982195,-79.513793,24/04/2017
Escuela Puerto Rico,Panama,Panama,San Francisco,FO,8.998552,-79.514235,26/05/2017
Escuela Republica de Finlandia,Panama,Panama,San Francisco,PMP,8.979638,-79.511995,8/6/2017
Escuela Richard Neumann,Panama,Panama,San Francisco,PMP,8.981369,-79.514144,24/04/2017
Hospital de Especialidades Pediatricas Las Americas,Panama,Panama,San Francisco,FO,9.001222,-79.516827,25/05/2017
Parque Omar - área recreativa techada,Panama,Panama,San Francisco,FO,8.99715,-79.508127,24/04/2017
Parque Omar Salón de la Tercera Edad,Panama,Panama,San Francisco,PMP,9.000112,-79.508251,24/04/2017
ESC. LA MESA,Panama,Panama,San Martín,PTP,9.178414,-79.271638,20/07/2017
ESC. SAN MIGUEL DE PACORA,Panama,Panama,San Martín,Satelital,9.221944,-79.253611,7/8/2017
Escuela Manuel José Hurtado,Panama,Panama,Santa Ana,PMP,8.952688,-79.539576,14/06/2017
Instituto Nacional,Panama,Panama,Santa Ana,PMP,8.957764,-79.542835,6/7/2017
Instituto Nacional 2,Panama,Panama,Santa Ana,PMP,8.959632,-79.542957,6/7/2017
Mercado San Felipe Nery,Panama,Panama,Santa Ana,PMP,8.957458,-79.538665,6/7/2017
Primaria - Dr. Justo Arosemena,Panama,Panama,Santa Ana,PMP,8.954977,-79.542299,18/07/2017
Area frente al INADEH Tocumen,Panama,Panama,Tocumen,FO,9.071477,-79.399056,7/6/2017
Centro de Salud 24 de Diciembre(Tocumen),Panama,Panama,Tocumen,FO,9.092118,-79.37936,9/6/2017
Escuela Nuevo Belen,Panama,Panama,Tocumen,FO,9.089956,-79.394029,23/05/2017
Escuela Primaria Emperatriz Taboada,Panama,Panama,Tocumen,HFC,9.08228,-79.363936,16/06/2017
Escuela Ricardo J. Alfaro,Panama,Panama,Tocumen,FO,9.092201,-79.378892,13/06/2017
Escuela Sector Sur,Panama,Panama,Tocumen,FO,9.081026,-79.388042,9/6/2017
IPT Jephta B. Duncan ( 24 dic.),Panama,Panama,24 de Diciembre,HFC,9.106257,-79.364445,6/6/2017
Junta Comunal de Tocumen,Panama,Panama,Tocumen,HFC,9.097102,-79.375638,6/6/2017
Parque infantil,Panama,Panama,Tocumen,FO,9.083203,-79.384763,23/05/2017
Primer Ciclo Básico de Tocumen,Panama,Panama,Tocumen,FO,9.073384,-79.399282,25/05/2017
Centro de Salud Amelia Denis de Icaza,Panama,San Miguelito,Amelia Denis de Icaza,PMP,9.038716,-79.506197,30/05/2017
Escuela 9 de Enero,Panama,San Miguelito,Amelia Denis de Icaza,PMP,9.039067,-79.515478,27/04/2017
Escuela Amelia Denis De Icaza,Panama,San Miguelito,Amelia Denis de Icaza,PMP,9.045089,-79.50422,30/05/2017
Escuela Gerónimo de la Ossa,Panama,San Miguelito,Amelia Denis de Icaza,PMP,9.036012,-79.50501,24/04/2017
Primer Ciclo Leon A. Soto 1,Panama,San Miguelito,Amelia Denis de Icaza,FO,9.04055,-79.509542,29/05/2017
Primer ciclo Leon A. Soto 2,Panama,San Miguelito,Amelia Denis de Icaza,FO,9.04055,-79.509542,2/6/2017
Primer Ciclo Louis Martin,Panama,San Miguelito,Amelia Denis de Icaza,FO,9.0429,-79.500662,13/06/2017
Centro de Salud Valle de Urracá,Panama,San Miguelito,Arnulfo Arias,PTP,9.069077,-79.48387,13/06/2017
Escuela el Valle de Urraca,Panama,San Miguelito,Arnulfo Arias,FO,9.067549,-79.48713,30/05/2017
Escuela Martin Luther King,Panama,San Miguelito,Belisario Frías,FO,9.060546,-79.489415,12/6/2017
Escuela Primaria Arnulfo Arias,Panama,San Miguelito,Belisario Frías,FO,9.063939,-79.485988,13/07/2017
Junta Comunal Arnulfo Arias Madrid,Panama,San Miguelito,Arnulfo Arias,FO,9.067575,-79.488009,30/05/2017
Area frente al Ministerio de Desarrollo Social Belisario Frías,Panama,San Miguelito,Belisario Frías,FO,9.031112,-79.501913,9/6/2017
C.E.B.G. Samaria Sinaí,Panama,San Miguelito,Belisario Frías,FO,9.053827,-79.494689,2/6/2017
Centro de Orientación Infantil Katiuska,Panama,San Miguelito,Belisario Frías,HFC,9.078707,-79.495917,16/06/2017
Centro de Salud de Torrijos Carter,Panama,San Miguelito,Belisario Frías,HFC,9.080674,-79.491743,30/05/2017
Escuela Carlos A. Mendoza,Panama,San Miguelito,Belisario Frías,PMP,9.047716,-79.499344,30/05/2017
Escuela El Mirador,Panama,San Miguelito,Belisario Frías,FO,9.072678,-79.487745,30/05/2017
Escuela General José de San Martin,Panama,San Miguelito,Belisario Frías,FO,9.065753,-79.501589,1/6/2017
Escuela Josefina Tapia,Panama,San Miguelito,Belisario Frías,PMP,9.047705,-79.499333,7/7/2017
Escuela República de Polonia,Panama,San Miguelito,Belisario Frías,FO,9.073178,-79.482928,26/04/2017
Escuela Republica de Corea,Panama,San Miguelito,Belisario Frías,FO,9.049339,-79.4927,12/6/2017
Escuela Republica de Francia,Panama,San Miguelito,Belisario Frías,FO,9.062837,-79.495038,30/05/2017
Escuela República de Yugoslavia,Panama,San Miguelito,Belisario Frías,FO,9.047683,-79.50001,29/05/2017
Escuela Rogelio Sinán,Panama,San Miguelito,Belisario Frías,HFC,9.079664,-79.487745,10/7/2017
Escuela Santa Marta,Panama,San Miguelito,Belisario Frías,FO,9.079631,-79.495214,29/05/2017
Escuela Torrijos Carter,Panama,San Miguelito,Belisario Frías,FO,9.069516,-79.493281,13/06/2017
IPT San Miguelito,Panama,San Miguelito,Belisario Frías,HFC,9.079127,-79.492754,1/6/2017
Escuela Padre Xavier Villanueva,Panama,San Miguelito,Rufina Alfaro,PMP,9.059882,-79.457901,26/04/2017
Escuela Primaria Don Bosco en Belisario Porras,Panama,San Miguelito,Belisario Porras,FO,9.056086,-79.503122,31/05/2017
Escuela Estado de Israel,Panama,San Miguelito,José Domingo Espinar,FO,9.038332,-79.492842,1/6/2017
Escuela Estado de Israel 2,Panama,San Miguelito,José Domingo Espinar,FO,9.038332,-79.492842,1/6/2017
Escuela Jose D. Espinar,Panama,San Miguelito,José Domingo Espinar,PMP,9.045103,-79.473684,8/6/2017
IPT Angel Rubio,Panama,San Miguelito,José Domingo Espinar,PMP,9.052655,-79.463672,12/6/2017
Junta Comunal Jose D. Espinar,Panama,San Miguelito,José Domingo Espinar,FO,9.03419,-79.490909,29/05/2017
Policlinica Dra. Susana Jones Cano (Hospital San Judas Tadeo),Panama,San Miguelito,José Domingo Espinar,PMP,9.037665,-79.483281,24/04/2017
Escuela Republica de Colombia,Panama,San Miguelito,Mateo Iturralde,FO,9.03647,-79.499168,14/06/2017
Escuela Severino Hernandez (IPT),Panama,San Miguelito,Mateo Iturralde,PMP,9.029818,-79.497279,7/7/2017
Instituto Dr. Alfredo CAnton,Panama,San Miguelito,Mateo Iturralde,FO,9.034943,-79.49492,29/05/2017
Instituto Dr. Alfredo CAnton 2,Panama,San Miguelito,Mateo Iturralde,FO,9.034552,-79.495032,29/05/2017
Policlínica Manuel Maria Valdéz,Panama,San Miguelito,Mateo Iturralde,FO,9.008434,-79.487789,29/05/2017
Biblioteca Pública Omar Torrijos Herrera,Panama,San Miguelito,Omar Torrijos,FO,9.041607,-79.49271,30/05/2017
Escuela Domingo Faustino Sarmiento,Panama,San Miguelito,Omar Torrijos,HFC,9.06431,-79.508575,10/7/2017
Escuela Juan José. Amado,Panama,San Miguelito,Omar Torrijos,FO,9.06517,-79.52216,2/6/2017
Escuela Los Andes # 2 No.1,Panama,San Miguelito,Omar Torrijos,PMP,9.049867,-79.511956,14/06/2017
Escuela Maria del Rosario Salazar,Panama,San Miguelito,Omar Torrijos,PMP,9.062284,-79.506235,2/6/2017
Escuela Santa Librada,Panama,San Miguelito,Omar Torrijos,PMP,9.072345,-79.502906,31/05/2017
Escuela Santiago de la Guardia,Panama,San Miguelito,Omar Torrijos,FO,9.076665,-79.515202,28/04/2017
IPT Nicolas del Rosario Los Andes,Panama,San Miguelito,Omar Torrijos,PMP,9.047033,-79.511117,29/05/2017
Junta Comunal Omar Torrijos,Panama,San Miguelito,Omar Torrijos,FO,9.076665,-79.515202,30/05/2017
Parque Santa Librada tercera etapa,Panama,San Miguelito,Omar Torrijos,FO,9.077398,-79.512476,30/05/2017
Policlínica Generoso Guardia,Panama,San Miguelito,Omar Torrijos,PMP,9.072163,-79.505318,30/05/2017
Primer Ciclo Santa Librada,Panama,San Miguelito,Omar Torrijos,PMP,9.072841,-79.502243,31/05/2017
Escuela Cerro Viento Rural,Panama,San Miguelito,Rufina Alfaro,FO,9.076075,-79.460148,27/04/2017
Escuela Pedro J. Ameglio,Panama,San Miguelito,Rufina Alfaro,FO,9.059461,-79.445996,24/05/2017
Escuela República de Alemania,Panama,San Miguelito,Victoriano Lorenzo,PMP,9.026127,-79.503649,26/04/2017
Escuela San Antonio,Panama,San Miguelito,Victoriano Lorenzo,FO,9.031065,-79.505243,27/04/2017
Instituto Rubiano,Panama,San Miguelito,Victoriano Lorenzo,PMP,9.036036,-79.504791,2/6/2017
Escuela Juana Maria Menchado de Jiménez,Panama,Taboga,Otoque Oriente,Satelital,8.60149,-79.594451,7/8/2017
Escuela Benjamín Quintero,Panama,Taboga,Taboga,PTP,8.796866,-79.555682,25/07/2017
Alcaldía Aguadulce,Cocle,Aguadulce,San Juan Bautista de Aguadulce,FO,8.243493,-80.539531,25/07/2017
Biblioteca Abelardo Herrera,Cocle,Aguadulce,Barrios Unidos,FO,8.241773,-80.542918,25/07/2017
Centro de Bellas Artes Folkloricas,Cocle,Aguadulce,San Juan Bautista de Aguadulce,FO,8.242299,-80.544457,25/07/2017
Centro de Salud Aguadulce,Cocle,Aguadulce,San Juan Bautista de Aguadulce,FO,8.23749,-80.54932,26/07/2017
Cuartel de Bomberos Aguadulce,Cocle,Aguadulce,San Juan Bautista de Aguadulce,FO,8.24671,-80.541468,26/07/2017
Hospital Marcos Robles,Cocle,Aguadulce,San Juan Bautista de Aguadulce,FO,8.249113,-80.544433,26/07/2017
Hospital Regional de Aguadulce,Cocle,Aguadulce,San Juan Bautista de Aguadulce,FO,8.245046,-80.558061,26/07/2017
IPT Industrial de Aguadulce,Cocle,Aguadulce,San Juan Bautista de Aguadulce,FO,8.244642,-80.530598,24/07/2017
Parque 19 de Octubre,Cocle,Aguadulce,San Juan Bautista de Aguadulce,FO,8.241439,-80.539844,26/07/2017
Parque de los Marineros,Cocle,Aguadulce,San Juan Bautista de Aguadulce,FO,8.241389,-80.536511,26/07/2017
Parque del Carmen,Cocle,Aguadulce,Pocri,FO,8.2588,-80.549387,25/07/2017
Policlinica CSS Manuel Rojas,Cocle,Aguadulce,San Juan Bautista de Aguadulce,FO,8.246402,-80.542134,26/07/2017
Rodolfo F. Chiari,Cocle,Aguadulce,San Juan Bautista de Aguadulce,FO,8.241791,-80.549287,26/07/2017
Abelardo Herrera,Cocle,Aguadulce,Barrios Unidos,FO,8.236906,-80.540444,26/07/2017
C.E.B.G. Loma de los González,Cocle,Aguadulce,El Cristo,Satelital,8.27619,-80.621418,26/09/2017
Escuela Hato Rincones,Cocle,Aguadulce,El Cristo,Satelital,8.084787,-80.615439,23/10/2017
Escuela El Naranjal,Cocle,Aguadulce,El Cristo,Satelital,8.271751,-80.621915,23/10/2017
C.E.B.G. ERIC DEL VALLE,Cocle,Aguadulce,El Roble,FO,8.199523,-80.702839,25/07/2017
Escuela El Roble,Cocle,Aguadulce,El Roble,HFC,8.162901,-80.656628,31/07/2017
Escuela Francisca C. de Sierra,Cocle,Aguadulce,El Roble,PTP,8.170323,-80.636773,4/9/2017
Escuela Jaguito,Cocle,Aguadulce,El Roble,FO,8.170758,-80.668932,31/07/2017
Parque frente a Iglesia del Jaguito,Cocle,Aguadulce,El Roble,FO,8.169087,-80.667521,25/07/2017
CEBG El Perú,Cocle,Aguadulce,Pocri,FO,8.253698,-80.555831,24/07/2017
CEBG Juan Demóstenes Arosemena,Cocle,Aguadulce,Pocri,FO,8.258899,-80.549343,25/07/2017
CEBG Pocri,Cocle,Aguadulce,Pocri,FO,8.253058,-80.545906,24/07/2017
Escuela San Martin de Porres,Cocle,Aguadulce,Pocri,FO,8.258798,-80.539064,24/07/2017
Biblioteca Pública Galileo Patiño,Cocle,Anton,Anton,FO,8.39442,-80.262667,28/08/2017
Centro de Educacion y Salud Preventiva de Anton,Cocle,Anton,Anton,FO,8.400636,-80.269677,28/08/2017
Centro de Rehabilitacion IPHE,Cocle,Anton,Anton,FO,8.39903,-80.268127,28/08/2017
Escuela Secundaria Salomón Ponce(Gimnasio Popular),Cocle,Anton,Anton,FO,8.393105,-80.266724,31/07/2017
Mercado Público Anton,Cocle,Anton,Anton,FO,8.391972,-80.263528,4/8/2017
Parque 15 de Enero,Cocle,Anton,Anton,FO,8.39175,-80.262389,3/8/2017
Escuela Altos de la Mesa,Cocle,Anton,El Valle,FO,8.356376,-80.137205,23/11/2017
Escuela El Valle,Cocle,Anton,El Valle,FO,8.601387,-80.120133,31/08/2017
I.P.T. El Valle,Cocle,Anton,El Valle,HFC,8.612871,-80.118213,31/08/2017
C.E.B.G. La Mata,Cocle,Anton,El Valle,Satelital,8.474618,-80.095209,23/10/2017
Escuela El Platanal,Cocle,Anton,Río Hato,FO,8.430706,-80.065192,30/10/2017
Escuela Farallón,Cocle,Anton,Río Hato,FO,8.35656,-80.137201,28/08/2017
Escuela Las Guías,Cocle,Anton,Río Hato,FO,8.539329,-82.419578,31/08/2017
Escuela Las Guías Oriente,Cocle,Anton,Río Hato,FO,8.428337,-80.070796,28/08/2017
Escuela LOS POLLOS,Cocle,Anton,Río Hato,FO,8.407672,-80.158034,16/10/2017
Escuela Santa Clara,Cocle,Anton,Río Hato,FO,8.374986,-80.109182,28/08/2017
I.P.T. RÍO HATO,Cocle,Anton,Río Hato,FO,8.513316,-80.352757,28/08/2017
C. DE S. DE SANTA RITA,Cocle,Anton,Santa Rita,Satelital,8.495987,-80.190743,23/10/2017
Escuela Santa Rita,Cocle,Anton,Santa Rita,FO,8.486258,-80.203732,31/08/2017
Escuela Santa Rita Arriba,Cocle,Anton,Santa Rita,FO,8.495201,-80.191865,31/08/2017
C.E.B.G. OMAR TORRIJOS HERRERA,Cocle,La Pintada,El Harino,FO,8.6546,-80.561001,26/01/2018
Escuela Barrigón,Cocle,La Pintada,El Harino,FO,8.644805,-80.58886,29/08/2017
Escuela Juan José Quirós,Cocle,La Pintada,El Harino,FO,8.616471,-80.560249,29/08/2017
Escuela Villalobos,Cocle,La Pintada,El Harino,FO,8.403992,-80.517277,30/08/2017
I.P.T. El Copé,Cocle,La Pintada,El Harino,FO,8.621464,-80.581319,29/08/2017
Escuela Membrillar,Cocle,La Pintada,La Pintada,FO,8.567861,-80.409971,18/10/2017
I.P.T. La Pintada,Cocle,La Pintada,La Pintada,PTP,8.570769,-80.451263,17/10/2017
Municipio La Pintada,Cocle,La Pintada,La Pintada,FO,8.592924,-80.446081,28/08/2017
Parque 25 de diciembre (la Cruz),Cocle,La Pintada,La Pintada,FO,8.596011,-80.447765,28/08/2017
Escuela Calabazo Nº 1,Cocle,La Pintada,Las Lomas,FO,8.620627,-80.569016,30/08/2017
C.E.B.G. AGUA FRÍA,Cocle,La Pintada,Llano Grande,Satelital,8.5778,-80.438067,23/10/2017
C.E.B.G. San Juanito,Cocle,La Pintada,Llano Grande,Satelital,8.665521,-80.459917,19/12/2017
Escuela La Honda,Cocle,La Pintada,Llano Grande,Satelital,8.638416,-80.42636,27/11/2017
C.E.B.G Calabazo Nº 2,Cocle,La Pintada,Piedras Gordas,FO,8.639762,-80.510826,29/08/2017
C.E.B.G. MACHUCA,Cocle,La Pintada,Piedras Gordas,FO,8.62304,-80.548902,17/10/2017
Escuela ANGEL GUARDIA,Cocle,La Pintada,Piedras Gordas,FO,8.639762,-80.510829,29/08/2017
Escuela Jujucal,Cocle,La Pintada,Piedras Gordas,FO,8.633138,-80.535526,29/08/2017
Escuela Las Delicias,Cocle,La Pintada,Piedras Gordas,Satelital,8.6447,-80.492707,23/10/2017
Escuela Ciénaga Larga,Cocle,Nata,Capellanía,FO,8.277375,-80.621728,31/07/2017
Escuela El Espavé,Cocle,Nata,Capellanía,FO,8.286219,-80.593554,31/07/2017
Escuela Roberto F. Chiari,Cocle,Nata,Capellanía,HFC,8.300416,-80.551452,4/8/2017
Escuela Santa Lucía,Cocle,Nata,El Caño,FO,8.412306,-80.531915,4/8/2017
Escuela Sebastián Sucre,Cocle,Nata,El Caño,FO,8.406472,-80.519137,4/8/2017
Colegio Secundario Mariano Prado,Cocle,Nata,Nata,HFC,8.34616,-80.52176,3/8/2017
Escuela de España,Cocle,Nata,Nata,FO,8.33564,-80.5199,28/07/2017
Municipio Nata,Cocle,Nata,Nata,FO,8.33279,-80.515541,28/07/2017
C.E.B.G Santos Jorge,Cocle,Penonome,Cañaveral,HFC,8.518139,-80.429693,28/08/2017
Escuela Juan Bautista Rosas,Cocle,Penonome,Cañaveral,FO,8.542511,-80.435379,28/08/2017
Escuela Los Uveros,Cocle,Penonome,Cañaveral,FO,8.53325,-80.395431,28/08/2017
Escuela Maria T. de Herrera,Cocle,Penonome,Cañaveral,FO,8.493848,-80.381697,24/11/2017
C.E.B.G Asunción Chiru V.,Cocle,Penonome,Chiguirí Arriba,Satelital,8.725057,-80.221955,4/12/2017
C.E.B.G San Miguel Arriba,Cocle,Penonome,Chiguirí Arriba,Satelital,8.691989,-80.14662,23/10/2017
C.E.B.G. VAQUILLA,Cocle,Penonome,Chiguirí Arriba,Satelital,8.684866,-80.195879,23/10/2017
Colegio Candelario Ovalle,Cocle,Penonome,Chiguirí Arriba,Satelital,8.744432,-80.185667,23/10/2017
Escuela Chiguirí Centro,Cocle,Penonome,Chiguirí Arriba,Satelital,8.695348,-80.225071,19/01/2018
Escuela Oajaca,Cocle,Penonome,Chiguirí Arriba,FO,8.628578,-80.228896,20/12/2017
Escuela Pozo Azul,Cocle,Penonome,Chiguirí Arriba,Satelital,8.64527,-80.206509,23/10/2017
Centro Regional Universitario El Coco,Cocle,Penonome,El Coco,FO,8.487675,-80.328002,3/8/2017
Escuela Aguas Blancas,Cocle,Penonome,El Coco,PTP,8.505083,-80.312749,29/08/2017
Escuela Ana Pérez de Isaza,Cocle,Penonome,El Coco,Satelital,8.398913,-80.352201,19/12/2017
Escuela Jacinta Arosemena,Cocle,Penonome,El Coco,FO,8.465639,-80.321638,3/8/2017
Escuela Llano Marín,Cocle,Penonome,El Coco,FO,8.49707,-80.33402,2/8/2017
INADEH El Coco,Cocle,Penonome,El Coco,FO,8.488648,-80.328818,3/8/2017
C.E.B.G. Simón Martínez,Cocle,Penonome,Pajonal,FO,8.618024,-80.216597,29/08/2017
C.E.B.G. JOSÉ DE LOS REYES VÁSQUEZ,Cocle,Penonome,Pajonal,Satelital,8.626374,-80.235945,20/10/2017
C.E.B.G. Membrillo,Cocle,Penonome,Pajonal,Satelital,8.583175,-80.220598,20/10/2017
Escuela Celestino del Rosario,Cocle,Penonome,Pajonal,FO,8.481735,-80.330958,17/10/2017
Escuela Churuquita Grande,Cocle,Penonome,Pajonal,FO,8.595432,-80.275839,29/08/2017
Escuela El Barrero,Cocle,Penonome,Pajonal,FO,8.559629,-80.308112,2/8/2017
Escuela Francisca Figueroa,Cocle,Penonome,Pajonal,FO,8.59909,-80.271673,1/9/2017
Escuela Guabal,Cocle,Penonome,Pajonal,FO,8.62786,-80.254971,29/08/2017
Escuela La Negrita,Cocle,Penonome,Pajonal,FO,8.573783,-80.299609,2/8/2017
Escuela Modesto Morán H,Cocle,Penonome,Pajonal,FO,8.573255,-80.276918,1/8/2017
Escuela Pajonal Arriba,Cocle,Penonome,Pajonal,FO,8.612273,-80.243824,29/08/2017
Escuela Rincón de Las Palmas,Cocle,Penonome,Pajonal,FO,8.554185,-80.256654,1/8/2017
Escuela Santa Cruz,Cocle,Penonome,Pajonal,FO,8.532752,-80.411424,4/9/2017
Escuela Victor Pérez Flores,Cocle,Penonome,Pajonal,FO,8.624527,-80.237471,29/08/2017
Instituto Carmen Conte Lombardo,Cocle,Penonome,Pajonal,FO,8.576583,-80.274104,1/8/2017
Biblioteca Pública Fernando Guardia,Cocle,Penonome,Penonome,FO,8.511089,-80.353183,28/07/2017
Centro de Salud Penonome,Cocle,Penonome,Penonome,FO,8.512744,-80.355334,31/08/2017
Clelia F. de Martínez,Cocle,Penonome,Penonome,FO,8.513196,-80.352802,27/07/2017
Direccion Investigacion Judicial,Cocle,Penonome,Penonome,FO,8.514167,-80.349878,31/08/2017
Escuela Primaria Rubén D. Carles,Cocle,Penonome,Penonome,FO,8.528111,-80.346289,27/07/2017
Escuela Simeón Conte,Cocle,Penonome,Penonome,FO,8.249537,-80.544235,27/07/2017
Gobernación Penonome,Cocle,Penonome,Penonome,FO,8.521321,-80.359842,28/08/2017
Hospital Aquilino Tejeira,Cocle,Penonome,Penonome,FO,8.513882,-80.351218,27/07/2017
I.P.T. Leonida P. de Grimaldo,Cocle,Penonome,Penonome,FO,8.515675,-80.343731,27/07/2017
Mercado Público Penonome,Cocle,Penonome,Penonome,FO,8.520345,-80.35812,27/07/2017
MINSA Penonome,Cocle,Penonome,Penonome,FO,8.507849,-80.36195,28/08/2017
Parque Margarita Rosas,Cocle,Penonome,Penonome,FO,8.515183,-80.352623,3/8/2017
Primer ciclo Federíco Zuñiga - San AntOnio,Cocle,Penonome,Penonome,FO,8,-80,28/08/2017
Terminal de Transporte UTRAPEP,Cocle,Penonome,Penonome,FO,8.51172,-80.348624,27/07/2017
Universidad Tecnologica de Panama,Cocle,Penonome,Penonome,FO,8.497228,-80.330821,16/10/2017
Escuela Ciruelito,Cocle,Penonome,Río Grande,FO,8.413013,-80.521194,29/08/2017
Escuela Garicín,Cocle,Penonome,Río Grande,FO,8.438139,-80.454415,19/10/2017
C.E.B.G. Chiguirí Abajo,Cocle,Penonome,Toabré,Satelital,8.705546,-80.258273,20/10/2017
C.E.B.G. MERCEDES BUSTAMANTE,Cocle,Penonome,Toabré,FO,8.64895,-80.320712,30/08/2017
Escuela Chumical,Cocle,Penonome,Toabré,Satelital,8.528657,-80.256125,12/1/2018
Escuela Miraflores,Cocle,Penonome,Toabré,FO,8.643161,-80.28875,30/08/2017
Escuela Sabana Larga,Cocle,Penonome,Toabré,FO,8.685024,-80.279321,30/08/2017
Escuela Sagreja,Cocle,Penonome,Toabré,FO,8.657027,-80.336638,21/11/2017
Escuela Tambo,Cocle,Penonome,Toabré,FO,8.663873,-80.295103,30/08/2017
Escuela Las Minas,Cocle,Penonome,Tulú,FO,8.643138,-80.395804,21/11/2017
Escuela Perecabé,Cocle,Penonome,Tulú,FO,8.65786,-80.384138,30/08/2017
Escuela Santa Cruz de Perecabecito,Cocle,Penonome,Tulú,FO,8.653971,-80.368582,27/11/2017
ESC. COSTA DE ORO,Colon,Chagres,Salud,Satelital,9.199571,-80.150731,20/10/2017
Esc. Salud,Colon,Chagres,Salud,FO,9.228777,-80.090332,12/12/2017
ESC. MIGUEL DE LA BORDA,Colon,Donoso,Miguel de la Borda,Satelital,9.152987,-80.30451,19/10/2017
Alcaldía Chitre,Herrera,Chitre,Chitre,FO,7.961083,-80.428667,19/07/2017
Area frente al Ministerio de Desarrollo Social Chitre,Herrera,Chitre,Chitre,FO,7.961373,-80.422753,10/7/2017
Biblioteca Cristobal Rodriguez,Herrera,Chitre,Chitre,FO,7.965,-80.430028,11/7/2017
Centro Regional Universitario Chitre,Herrera,Chitre,Chitre,FO,7.956143,-80.418819,21/11/2017
Colegio José D. Crespo,Herrera,Chitre,Chitre,FO,7.960659,-80.421709,10/7/2017
Corregiduria de Policia de Llano Bonito,Herrera,Chitre,Chitre,FO,7.975534,-80.423999,11/7/2017
Corregiduria de Policia San Juan Bautista,Herrera,Chitre,Chitre,FO,7.968861,-80.425828,11/7/2017
Cuartel de Bomberos Chitre,Herrera,Chitre,Chitre,PMP,7.96399,-80.432463,3/7/2017
ESC. CRISTINA C. DE SANCHEZ,Herrera,Chitre,Chitre,HFC,7.962704,-80.435355,11/7/2017
IPHE Chitre,Herrera,Chitre,Chitre,FO,7.963472,-80.421722,11/7/2017
MICI,Herrera,Chitre,Chitre,PMP,7.956767,-80.424544,3/7/2017
Museo de Herrera,Herrera,Chitre,Chitre,FO,7.9638,-80.429558,12/7/2017
Parque Tomas Herrera,Herrera,Chitre,Chitre,Radio,7.966239,-80.42759,4/7/2017
Primaria-Juan T. del Busto,Herrera,Chitre,Chitre,FO,7.962218,-80.437282,11/7/2017
Terminal de Buses Chitre,Herrera,Chitre,Chitre,FO,7.953829,-80.430173,19/07/2017
C.E.B.G. Presidente John F. Kennedy,Herrera,Chitre,La Arena,HFC,7.969441,-80.46336,7/7/2017
Parque frente a la Iglesia,Herrera,Chitre,La Arena,FO,7.971342,-80.463543,3/7/2017
C. DE S. LLANO BONITO,Herrera,Chitre,Llano Bonito,FO,7.971874,-80.428773,12/7/2017
Escuela Eneida M. de Castillero,Herrera,Chitre,Llano Bonito,Radio,7.975668,-80.41839,3/7/2017
Escuela Evelio D. Carrizo,Herrera,Chitre,Llano Bonito,FO,7.971752,-80.429138,12/7/2017
C. DE S. MONAGRILLO,Herrera,Chitre,San Miguel de Monagrillo,PMP,7.98313,-80.432799,3/7/2017
Colegio Padre Segundo Familiar Cano,Herrera,Chitre,San Miguel de Monagrillo,FO,7.976025,-80.431603,19/07/2017
Escuela Boca de Parita,Herrera,Chitre,San Miguel de Monagrillo,HFC,8.012168,-80.4488,7/7/2017
S. C. DE S. BOCA PARITA,Herrera,Chitre,San Miguel de Monagrillo,FO,8.010524,-80.45099,5/7/2017
Primaria-Hipólito Perez Tello,Herrera,Chitre,San Juan Bautista,FO,7.963583,-80.424472,3/7/2017
Primaria-Tomás Herrera,Herrera,Chitre,San Juan Bautista,FO,7.965056,-80.432217,11/7/2017
